0.11609977324263039,0.2322,39
0.37151927437641724,0.302,36
0.6733786848072563,0.2322,42
0.9520181405895691,0.2554,41
1.230657596371882,0.2322,38
1.486077097505669,0.2322,35
1.7182766439909296,0.04645,36
1.7647165532879818,0.1394,35
1.9040362811791383,0.1161,34
2.020136054421769,0.04645,39
2.066575963718821,0.2322,38
2.3219954648526078,0.04645,40
2.36843537414966,0.04645,39
2.716734693877551,0.04645,41
2.809614512471655,0.3716,40
3.1811337868480725,0.04645,43
3.250793650793651,0.0697,43
3.4133333333333336,0.2788,41
3.7616326530612243,0.0697,45
3.947392290249433,0.3484,43
4.295691609977324,0.1858,46
4.504671201814059,0.3252,45
4.876190476190477,0.2554,41
5.410249433106576,0.0697,41
5.526349206349207,0.04645,40
5.61922902494331,0.04645,42
5.758548752834467,0.4878,41
6.2693877551020405,0.1161,40
6.455147392290249,0.2554,40
6.780226757369615,0.04645,47
6.896326530612245,0.0929,40
7.1053061224489795,0.04645,29
7.151746031746032,0.2322,41
7.383945578231293,0.2788,34
